Username,Email,Department,Employee Class,Title,Organization,Manager Name,User Status,AI Service (Normalized),AI Services,Total AI Services,Has AI Extensions Installed,Has AI Service License,Ai Service Event Count,Ai Service Connection Count,Ai Service File Upload Count,Ai Service Copy Paste Count,Ai Service PII Detection Count,Average Risk Score,Last Access Timestamp,Operating Systems,Endpoint Machine,AI Tool Vendor,AI Tool Category,AI Tool Region,AI Tool Data Location,Has BAA,Has DPA,Approved for Use,Risk Classification,Data Classification,Handles PHI,Handles PII,Handles Financial Data,Encryption Status,User Location,User Role,Access Level,Clearance Level,Training Completed,Last Certification Date,Consent Status,Data Retention Policy,Deletion Request Status,Sensitive Data Access Count,Policy Violations Count,Anomaly Flags,Incident Status,Vendor Risk Score,Vendor Assessment Date,SLA/SLO Status
nicholas35,danielkelly@customer.com,HR,Vendor,Call centre manager,customer.com,Kristen Jackson,Suspended,Bing,"Bing,Copilot,ChatGPT",3,True,True,379,53,0,48,0,51.1,2026-01-18T16:39:00.656739Z,Windows 11,wN32-30827,Anthropic,Chat Assistant,EU,Multi-Region,Pending,Yes,Under Review,Medium,Financial,False,True,True,Both,US-NY,IT,Privileged,Confidential,True,2025-11-01,,90d,Completed,101,10,Geo Anomaly,Resolved,57,2026-01-20,Compliant
gabrielle64,courtney58@customer.com,Engineering,Intern,Industrial/product designer,customer.com,Travis Hunt,Suspended,Perplexity,"Perplexity,Gemini",2,False,False,296,102,8,19,5,81.5,2026-01-03T07:55:00.657923Z,macOS 14,MO66-12209,Google,Search,EU,Multi-Region,No,,Restricted,Medium,PHI,True,True,False,Both,EU-DE,Exec,Standard,Confidential,False,2025-10-20,,30d,,51,19,,Resolved,1,2026-01-20,Compliant
terrydeborah,adamsjessica@customer.com,Finance,Contractor,Commercial art gallery manager,customer.com,Jesse Silva,Suspended,Copilot,"Copilot,ChatGPT,Gemini",3,True,True,425,79,3,25,3,73.8,2025-12-25T04:02:00.659017Z,Ubuntu 22.04,XG47-32881,Anthropic,GenAI,US,US-West,Yes,Pending,Restricted,High,PHI,True,True,False,Encrypted in Transit,US-NY,Admin,Elevated,Top-Secret,True,2026-01-12,,Indefinite,Completed,58,0,,Breach,78,2026-01-20,Compliant
careymelissa,samuelsutton@customer.com,Finance,Full-Time,Advertising art director,customer.com,Sydney Noble,Terminated,Copilot,"Copilot,Gemini",2,True,True,173,35,5,42,5,27.4,2026-01-05T19:09:00.660140Z,macOS 13,cE19-65387,OpenAI,Chat Assistant,US,EU-Central,No,Yes,Restricted,Low,PII,False,True,False,,EU-DE,Admin,Admin,Confidential,True,2025-09-17,Explicit,90d,Completed,123,9,,Breach,34,2026-01-20,At Risk
marissa78,obaker@customer.com,Security,Intern,Medical sales representative,customer.com,Briana Jones,Active,ChatGPT,ChatGPT,1,True,True,454,31,6,24,3,88.6,2026-01-10T18:15:00.660948Z,Windows 11,qE17-69681,Microsoft,Chat Assistant,APAC,Multi-Region,No,Yes,Under Review,Low,Public,False,False,False,Encrypted at Rest,EU-FR,Finance,Elevated,Secret,False,2025-04-19,,Indefinite,,190,14,Multiple Flags,Under Investigation,72,2026-01-20,Compliant
donald12,brendagonzalez@customer.com,Clinical,Contractor,Recycling officer,customer.com,Grace Davis,Active,Bing,"Bing,Copilot,Gemini",3,False,True,206,175,0,40,0,52.3,2025-12-28T12:11:00.661963Z,Windows 10,aF03-37443,Meta,Search,EU,US-West,No,Yes,Restricted,Critical,Financial,False,True,True,Both,APAC-SG,Admin,Privileged,,True,2025-06-06,Withdrawn,90d,Pending,115,10,Geo Anomaly,Breach,69,2026-01-20,Breach
christopher49,joannestuart@customer.com,Security,Full-Time,Exhibition designer,customer.com,Dr. Ian Cruz,Suspended,Bing,"Bing,Perplexity",2,False,False,265,18,3,9,5,40.0,2025-12-24T22:47:00.662805Z,Windows 11,PT21-65873,Microsoft,Code Assistant,EU,US-East,,Yes,Approved,Medium,PII,False,True,False,Both,US-NY,Finance,Admin,Secret,False,2025-06-14,Withdrawn,90d,Completed,9,12,Excessive Upload,Resolved,66,2026-01-20,Compliant
ryan56,castillokelly@customer.com,Clinical,Full-Time,"Designer, exhibition/display",customer.com,Gina Perez,Terminated,Copilot,Copilot,1,False,True,279,6,8,32,0,97.5,2026-01-03T04:05:00.663627Z,macOS 13,oR66-78799,Google,Search,Global,EU-Central,,,Approved,High,Financial,False,True,True,,EU-NL,IT,Elevated,,False,2025-06-24,Implied,7yr,Completed,73,18,Geo Anomaly,Under Investigation,4,2026-01-20,Breach
tommy58,ruizphillip@customer.com,Engineering,Contractor,Teaching laboratory technician,customer.com,Gabriel Wilson,Terminated,Gemini,"Gemini,Copilot",2,False,True,262,109,6,15,2,38.1,2026-01-14T08:51:00.664584Z,Windows 11,ai50-30068,Nvidia,Copilot,Global,EU-Central,No,Pending,Under Review,Medium,Internal,False,False,False,Encrypted in Transit,APAC-SG,IT,Elevated,,False,2025-03-06,,90d,Completed,46,19,Excessive Upload,Under Investigation,91,2026-01-20,Compliant
christopherowens,ljones@customer.com,Sales,Vendor,Public relations officer,customer.com,Amanda Blevins,Inactive,Bing,"Bing,Copilot",2,True,False,432,104,5,46,0,4.3,2025-12-22T08:29:00.665495Z,Windows 11,MH09-55572,Nvidia,Analytics,US,EU-West,Pending,,Prohibited,Medium,Financial,False,True,True,,US-MA,Clinical,Standard,Secret,True,2025-02-24,Withdrawn,Indefinite,Completed,143,14,Excessive Upload,Breach,62,2026-01-20,At Risk
espinozajoshua,nicholasberry@customer.com,Clinical,Full-Time,Claims inspector/assessor,customer.com,Jesse Morgan,Active,ChatGPT,"ChatGPT,Gemini,Perplexity",3,False,True,461,144,3,1,0,78.9,2025-12-25T15:48:00.666770Z,Windows 10,oD64-61985,Nvidia,Analytics,EU,Multi-Region,No,Pending,Restricted,High,Internal,False,False,False,Encrypted in Transit,US-CA,Admin,Elevated,Secret,False,2025-04-26,Withdrawn,90d,Completed,157,8,Unusual Hours,,18,2026-01-20,Breach
arowe,acummings@customer.com,R&D,Contractor,Financial adviser,customer.com,Ian Tucker,Inactive,ChatGPT,"ChatGPT,Copilot,Bing",3,True,False,41,184,9,44,2,79.2,2025-12-29T08:07:00.667939Z,Windows 11,dj28-13481,Google,Chat Assistant,US,EU-Central,No,No,Prohibited,Critical,PII,False,True,False,Both,US-CA,Admin,Admin,Secret,False,2025-06-02,Implied,1yr,Completed,181,6,,Resolved,63,2026-01-20,At Risk
molly27,robertlee@customer.com,Legal,Intern,Art gallery manager,customer.com,Misty White,Inactive,Gemini,"Gemini,Bing",2,True,True,192,29,9,41,0,51.7,2026-01-16T16:12:00.668808Z,macOS 14,QK89-96297,Google,Analytics,Global,Multi-Region,No,No,Approved,Medium,PHI,True,True,False,Both,EU-DE,Exec,Standard,Secret,False,2026-01-15,,Indefinite,,197,17,Multiple Flags,Under Investigation,84,2026-01-20,Compliant
fjohnson,aaronbrown@customer.com,HR,Vendor,Probation officer,customer.com,Kelli Middleton,Terminated,Bing,Bing,1,True,False,44,24,8,25,0,50.7,2026-01-06T15:26:00.669830Z,Windows 11,wT45-73258,Microsoft,Code Assistant,EU,US-West,Yes,,Prohibited,Critical,PII,False,True,False,Encrypted in Transit,EU-FR,Admin,Elevated,Top-Secret,True,2025-07-09,Implied,30d,Completed,33,19,Unusual Hours,Breach,77,2026-01-20,At Risk
ubranch,thomaskaren@customer.com,HR,Vendor,"Nurse, mental health",customer.com,Anthony Sullivan,Active,Copilot,"Copilot,Claude",2,True,True,225,55,8,43,1,82.6,2026-01-17T07:38:00.670669Z,macOS 14,Oa16-99683,Microsoft,Copilot,Global,EU-West,,Pending,Restricted,Critical,PII,False,True,False,Encrypted at Rest,APAC-SG,Finance,Privileged,,True,2025-10-06,Implied,7yr,,4,15,Excessive Upload,Under Investigation,67,2026-01-20,Breach
iparker,jacobsjessica@customer.com,Legal,Contractor,Insurance underwriter,customer.com,Sharon Matthews,Active,Copilot,"Copilot,Perplexity,ChatGPT",3,False,True,102,75,8,44,3,65.1,2025-12-29T02:42:00.671573Z,Windows 10,Cr85-27419,Google,Analytics,US,EU-West,No,No,Prohibited,Medium,Internal,False,False,False,Encrypted in Transit,EU-FR,Finance,Privileged,Confidential,True,2025-12-26,Implied,90d,Pending,137,13,Unusual Hours,,39,2026-01-20,At Risk
gcruz,madisonbaker@customer.com,Marketing,Full-Time,Armed forces operational officer,customer.com,Amy Kaiser,Suspended,ChatGPT,"ChatGPT,Perplexity,Bing",3,True,True,15,181,10,37,0,46.6,2026-01-12T15:30:00.672739Z,macOS 13,MQ76-56016,Meta,Copilot,APAC,US-West,No,Yes,Under Review,Low,Financial,False,True,True,Encrypted in Transit,US-MA,Admin,Elevated,Confidential,True,2026-01-18,Implied,30d,,71,3,Excessive Upload,Breach,74,2026-01-20,At Risk
nicolewilson,anthonynelson@customer.com,Marketing,Vendor,Commercial art gallery manager,customer.com,Natasha Weaver,Active,ChatGPT,"ChatGPT,Claude,Bing",3,True,False,170,65,10,26,3,90.6,2026-01-11T18:52:00.673647Z,Windows 11,bO05-88027,Microsoft,Copilot,EU,US-West,No,,Restricted,Critical,Confidential,False,False,False,,EU-FR,Exec,Elevated,Secret,False,2025-12-21,Implied,1yr,,113,20,Excessive Upload,Under Investigation,83,2026-01-20,At Risk
devin19,kingdalton@customer.com,HR,Full-Time,Theatre director,customer.com,Courtney Davis,Suspended,Bing,Bing,1,True,False,494,164,7,3,5,77.7,2026-01-11T22:28:00.674322Z,macOS 14,wk32-36397,Anthropic,Copilot,EU,US-West,Yes,Pending,Approved,Low,Financial,False,True,True,Both,US-CA,Finance,Admin,Secret,False,2025-05-04,Implied,Indefinite,Pending,68,5,,Under Investigation,44,2026-01-20,At Risk
jasonclayton,ann01@customer.com,Security,Full-Time,Animal nutritionist,customer.com,Carol Hill,Terminated,Copilot,"Copilot,Gemini",2,True,False,210,199,2,41,0,25.0,2025-12-27T15:09:00.675254Z,macOS 14,GI38-85716,Anthropic,Code Assistant,Global,EU-Central,,,Restricted,Critical,Public,False,False,False,,US-CA,Clinical,Standard,Top-Secret,False,2025-12-08,Implied,7yr,Completed,184,3,Geo Anomaly,,87,2026-01-20,At Risk
millertiffany,kennethfuller@customer.com,Marketing,Contractor,Historic buildings inspector/conservation officer,customer.com,Debra Pitts,Suspended,Gemini,"Gemini,ChatGPT",2,False,True,496,36,0,5,2,75.3,2026-01-07T08:52:00.676102Z,macOS 13,iq55-84038,Meta,Copilot,APAC,EU-West,No,,Prohibited,Critical,Public,False,False,False,Encrypted at Rest,US-MA,IT,Elevated,Secret,True,2025-09-08,Withdrawn,30d,,139,19,Excessive Upload,,32,2026-01-20,Compliant
lbarnes,stephanie87@customer.com,Finance,Vendor,"Scientist, research (life sciences)",customer.com,David Parker,Inactive,Bing,Bing,1,False,True,225,180,9,1,4,37.9,2025-12-22T12:01:00.677058Z,macOS 13,hH22-70586,Microsoft,Chat Assistant,APAC,US-West,Pending,,Under Review,Low,Financial,False,True,True,Both,US-CA,Finance,Standard,Top-Secret,True,2025-04-25,Withdrawn,1yr,Completed,80,15,Geo Anomaly,Resolved,45,2026-01-20,At Risk
joseph67,jennadickerson@customer.com,Finance,Contractor,Dance movement psychotherapist,customer.com,Catherine Lin,Inactive,Copilot,"Copilot,ChatGPT",2,False,False,318,179,4,43,1,2.1,2026-01-18T00:21:00.677909Z,Ubuntu 22.04,Vp62-38292,Google,Code Assistant,APAC,Multi-Region,Pending,No,Approved,Low,PHI,True,True,False,,APAC-SG,Finance,Privileged,,True,2025-08-11,Implied,30d,Pending,33,2,Multiple Flags,Breach,79,2026-01-20,At Risk
bowenkristy,jenkinsparker@customer.com,Clinical,Full-Time,"Civil engineer, contracting",customer.com,Roger Miller,Terminated,Gemini,Gemini,1,False,False,378,0,3,39,2,83.2,2025-12-25T01:39:00.678841Z,Ubuntu 22.04,qU36-74656,Meta,Search,US,US-East,Yes,Pending,Prohibited,Low,PHI,True,True,False,Encrypted in Transit,US-NY,Finance,Admin,,False,2025-02-18,Withdrawn,7yr,,102,13,Geo Anomaly,Resolved,61,2026-01-20,Breach
joycehodge,steelejohn@customer.com,Legal,Intern,Horticultural consultant,customer.com,Holly Stuart,Terminated,Perplexity,"Perplexity,Claude,Copilot",3,True,False,224,112,4,4,5,22.7,2026-01-11T07:43:00.679879Z,Windows 10,zv84-20739,Nvidia,Search,EU,US-West,,Yes,Approved,High,PII,False,True,False,Encrypted at Rest,US-CA,Admin,Standard,Top-Secret,False,2025-07-22,Implied,1yr,Pending,112,9,Multiple Flags,,21,2026-01-20,At Risk
staylor,melissa96@customer.com,Finance,Full-Time,Technical sales engineer,customer.com,Nicole Bridges,Active,Perplexity,"Perplexity,Copilot",2,False,False,200,8,9,17,2,76.0,2026-01-19T13:19:00.680587Z,macOS 13,iZ36-34828,Google,Analytics,Global,Multi-Region,No,,Approved,Low,Public,False,False,False,Encrypted at Rest,APAC-SG,Clinical,Privileged,,False,2025-09-08,Withdrawn,30d,,8,19,,Under Investigation,77,2026-01-20,Compliant
qstark,stephen80@customer.com,Engineering,Full-Time,"Engineer, biomedical",customer.com,Brian Scott,Inactive,Perplexity,Perplexity,1,True,True,39,181,1,38,5,11.6,2025-12-26T11:08:00.681309Z,macOS 14,Zr03-29259,Anthropic,GenAI,US,EU-Central,,No,Approved,High,Confidential,False,False,False,,EU-FR,Admin,Standard,,True,2025-01-23,Explicit,7yr,Pending,135,10,Multiple Flags,Breach,40,2026-01-20,Compliant
smithsabrina,suzanne36@customer.com,Marketing,Full-Time,Television floor manager,customer.com,Alexis Schmidt,Inactive,Bing,"Bing,Copilot,Gemini",3,False,False,10,2,0,9,2,74.1,2025-12-30T08:26:00.682220Z,Windows 11,FQ53-63522,Google,GenAI,APAC,EU-Central,No,Pending,Restricted,High,Public,False,False,False,Encrypted in Transit,EU-NL,IT,Privileged,Confidential,True,2025-03-19,,90d,Completed,64,10,Unusual Hours,,80,2026-01-20,Breach
owillis,grahamcassandra@customer.com,Clinical,Intern,Insurance claims handler,customer.com,Chelsea Brown,Terminated,Copilot,Copilot,1,False,False,16,163,5,14,3,3.4,2025-12-28T01:33:00.683250Z,macOS 13,rP25-47795,Google,Search,US,EU-West,Yes,Pending,Prohibited,Critical,Financial,False,True,True,Both,US-CA,Admin,Privileged,Secret,True,2025-02-19,Implied,7yr,,145,19,Multiple Flags,,53,2026-01-20,At Risk
rachaelhunt,kfisher@customer.com,IT,Intern,Personnel officer,customer.com,Ashley Lopez,Active,Gemini,Gemini,1,True,False,88,103,3,37,4,81.8,2025-12-23T13:26:00.683966Z,Ubuntu 22.04,Ow74-16441,Google,Analytics,APAC,Multi-Region,Pending,Pending,Restricted,Critical,Public,False,False,False,,US-NY,Admin,Admin,Confidential,False,2025-08-05,Explicit,90d,Completed,191,15,Geo Anomaly,Breach,21,2026-01-20,Compliant
smithcathy,russellkristen@customer.com,R&D,Vendor,Chartered certified accountant,customer.com,Jason Gillespie,Terminated,Perplexity,"Perplexity,Claude,Copilot",3,True,True,465,145,0,19,5,18.5,2026-01-17T06:56:00.685072Z,macOS 14,Az00-96284,OpenAI,Copilot,APAC,EU-West,,,Prohibited,Critical,Confidential,False,False,False,Both,US-NY,IT,Privileged,Top-Secret,True,2026-01-01,,Indefinite,Completed,51,13,Excessive Upload,Breach,93,2026-01-20,Compliant
newtonsean,dawnchapman@customer.com,IT,Vendor,Holiday representative,customer.com,Mark Williams,Active,Perplexity,"Perplexity,ChatGPT",2,True,False,347,99,8,22,4,47.2,2026-01-06T21:20:00.686018Z,macOS 14,hv10-42282,Nvidia,Code Assistant,US,Multi-Region,Pending,No,Restricted,Low,Public,False,False,False,Encrypted in Transit,US-MA,Admin,Admin,Confidential,False,2025-01-22,Withdrawn,7yr,Completed,39,15,Excessive Upload,Breach,44,2026-01-20,Breach
markpotter,jamie75@customer.com,Sales,Contractor,Print production planner,customer.com,Kelly Knox,Active,Gemini,"Gemini,Copilot",2,False,True,157,33,8,8,1,6.4,2026-01-11T09:05:00.687028Z,Windows 10,jc26-85212,Anthropic,Analytics,US,Multi-Region,Yes,No,Prohibited,High,PII,False,True,False,Both,US-MA,IT,Privileged,Confidential,False,2025-06-18,Withdrawn,30d,Pending,26,3,Multiple Flags,,40,2026-01-20,Breach
beckalice,shawna76@customer.com,HR,Intern,"Investment banker, operational",customer.com,Jonathan Hardy,Inactive,Perplexity,Perplexity,1,False,False,207,162,3,5,3,85.5,2025-12-21T23:40:00.687936Z,macOS 14,Eh55-80391,Anthropic,Code Assistant,APAC,US-West,,No,Restricted,Critical,Internal,False,False,False,,US-NY,IT,Privileged,Top-Secret,False,2025-06-11,Implied,90d,Pending,32,10,Unusual Hours,Breach,20,2026-01-20,Compliant
amystone,hudsonbernard@customer.com,Sales,Vendor,Personnel officer,customer.com,Karen Swanson,Suspended,ChatGPT,ChatGPT,1,False,True,139,91,10,45,0,11.2,2026-01-11T04:48:00.689428Z,macOS 13,Ss52-07826,Microsoft,Code Assistant,Global,US-West,No,No,Prohibited,High,Public,False,False,False,Both,EU-NL,Clinical,Standard,Top-Secret,True,2025-10-13,,7yr,Pending,169,4,Unusual Hours,,15,2026-01-20,Compliant
blewis,cherylstewart@customer.com,Security,Vendor,Planning and development surveyor,customer.com,David James,Active,ChatGPT,"ChatGPT,Gemini",2,True,True,436,191,4,25,1,53.1,2025-12-30T06:19:00.690448Z,macOS 13,Dp33-43895,Meta,Code Assistant,APAC,EU-West,No,No,Approved,High,Financial,False,True,True,Both,EU-NL,Finance,Standard,Secret,False,2025-09-09,Withdrawn,7yr,,35,11,Unusual Hours,Breach,29,2026-01-20,Compliant
marcthomas,amandapage@customer.com,Security,Contractor,Product manager,customer.com,David Pham,Terminated,ChatGPT,"ChatGPT,Copilot",2,True,True,165,34,3,15,4,54.7,2025-12-30T23:12:00.691347Z,macOS 13,mw87-34648,Nvidia,Chat Assistant,APAC,Multi-Region,Pending,Pending,Approved,High,Confidential,False,False,False,Encrypted in Transit,EU-FR,Exec,Standard,Secret,False,2025-12-13,Implied,30d,,116,16,Multiple Flags,Breach,54,2026-01-20,At Risk
jessica03,melanieellis@customer.com,Marketing,Intern,Interior and spatial designer,customer.com,Thomas Stafford,Inactive,Bing,"Bing,Claude",2,True,False,412,35,0,5,4,85.0,2025-12-25T10:19:00.692402Z,Windows 10,JA52-49874,Microsoft,Search,Global,US-West,Yes,Yes,Under Review,High,Confidential,False,False,False,,EU-NL,Exec,Privileged,Top-Secret,True,2025-12-17,,30d,Completed,188,7,Multiple Flags,,58,2026-01-20,Breach
jeffrey11,bondbrandi@customer.com,IT,Vendor,"Surveyor, rural practice",customer.com,Monica Davis,Inactive,ChatGPT,ChatGPT,1,True,False,384,71,4,49,3,34.2,2026-01-07T23:46:00.693293Z,macOS 13,rs96-29983,Nvidia,Search,APAC,Multi-Region,Pending,,Restricted,Low,Confidential,False,False,False,Encrypted at Rest,US-CA,Finance,Privileged,Top-Secret,False,2025-03-22,Implied,90d,Pending,48,5,Multiple Flags,Under Investigation,10,2026-01-20,At Risk
derrickliu,jkramer@customer.com,Sales,Contractor,Warden/ranger,customer.com,Jennifer Farley,Inactive,Bing,"Bing,ChatGPT,Perplexity",3,True,False,495,47,1,3,4,3.8,2025-12-29T12:17:00.694035Z,Windows 10,WV39-05872,Nvidia,Code Assistant,EU,Multi-Region,No,Pending,Restricted,Critical,Public,False,False,False,,EU-DE,Admin,Privileged,Confidential,True,2025-05-05,,Indefinite,Pending,24,4,Geo Anomaly,,96,2026-01-20,Compliant
latoya30,joylowe@customer.com,Finance,Contractor,Retail manager,customer.com,Matthew Ramos,Suspended,Perplexity,"Perplexity,Copilot",2,True,False,363,86,8,6,0,39.6,2026-01-20T08:46:00.694944Z,macOS 14,IL43-15745,Google,Search,APAC,Multi-Region,Yes,Pending,Approved,Low,PII,False,True,False,,US-NY,Admin,Admin,,False,2025-05-09,Withdrawn,90d,,143,8,Geo Anomaly,,80,2026-01-20,Breach
andrea12,finleyrebekah@customer.com,Finance,Contractor,"Scientist, forensic",customer.com,Dennis Gross,Suspended,Perplexity,"Perplexity,Bing,ChatGPT",3,False,False,239,72,0,25,0,80.9,2026-01-07T11:59:00.695866Z,macOS 13,Gd32-14756,OpenAI,Search,EU,EU-Central,,Yes,Restricted,High,PHI,True,True,False,Encrypted at Rest,US-NY,Admin,Elevated,,False,2025-06-02,,Indefinite,Completed,199,4,Geo Anomaly,Resolved,17,2026-01-20,Breach
xdunn,torresscott@customer.com,Sales,Intern,Chief Strategy Officer,customer.com,Amanda Hall,Inactive,ChatGPT,ChatGPT,1,True,True,103,122,10,12,0,79.3,2026-01-09T04:51:00.697063Z,macOS 13,Hm19-66183,Nvidia,Search,APAC,Multi-Region,Yes,Pending,Prohibited,Low,Internal,False,False,False,,US-MA,Exec,Admin,Secret,True,2025-04-14,Withdrawn,1yr,,45,8,Unusual Hours,,46,2026-01-20,Breach
leemichele,andreameyer@customer.com,R&D,Contractor,Public affairs consultant,customer.com,Dr. Michaela Johnson,Suspended,Perplexity,"Perplexity,Gemini",2,True,False,14,170,1,11,3,41.2,2026-01-18T17:31:00.698336Z,Windows 11,pD37-38302,Nvidia,GenAI,EU,EU-West,,Yes,Under Review,High,PII,False,True,False,Encrypted at Rest,APAC-SG,Finance,Privileged,Confidential,True,2025-07-22,,30d,,166,1,Multiple Flags,Under Investigation,22,2026-01-20,At Risk
mary46,natalie19@customer.com,Clinical,Intern,Research scientist (maths),customer.com,Chad Dorsey,Active,Copilot,Copilot,1,True,False,335,79,8,50,1,58.1,2026-01-20T20:41:00.699052Z,macOS 13,VR30-74285,Microsoft,Search,Global,EU-West,Yes,Pending,Under Review,Medium,Public,False,False,False,Encrypted at Rest,APAC-SG,Exec,Admin,,False,2025-03-17,Implied,7yr,Completed,119,9,,Under Investigation,89,2026-01-20,Breach
luke15,virginiaboyd@customer.com,Engineering,Full-Time,Animal technologist,customer.com,Brittney Lopez,Active,ChatGPT,"ChatGPT,Perplexity,Claude",3,False,False,306,44,3,41,4,10.8,2025-12-25T13:42:00.699938Z,macOS 14,Bq97-52929,OpenAI,Code Assistant,APAC,US-East,Pending,,Under Review,Medium,PII,False,True,False,Encrypted in Transit,EU-NL,Clinical,Admin,Top-Secret,True,2025-11-03,Implied,1yr,Pending,186,5,Multiple Flags,Under Investigation,28,2026-01-20,Compliant
daviddonald,maryevans@customer.com,Clinical,Full-Time,"Teacher, primary school",customer.com,Ashlee Sanchez,Suspended,Copilot,"Copilot,Perplexity",2,True,True,295,184,6,17,0,94.5,2025-12-27T11:19:00.700724Z,Ubuntu 22.04,qS00-91749,Anthropic,Code Assistant,APAC,US-West,,,Under Review,Low,PII,False,True,False,Both,US-MA,Exec,Elevated,Confidential,False,2025-08-26,,90d,Completed,186,2,Multiple Flags,,20,2026-01-20,Compliant
johnmartinez,osantos@customer.com,HR,Full-Time,Cytogeneticist,customer.com,Cassandra Garcia,Suspended,Claude,Claude,1,True,False,131,3,5,8,0,51.5,2025-12-30T00:25:00.701681Z,Ubuntu 22.04,Ac14-97949,OpenAI,Analytics,US,US-West,Pending,No,Restricted,Critical,Financial,False,True,True,Both,EU-DE,IT,Privileged,,False,2025-10-22,Explicit,1yr,Pending,49,10,Unusual Hours,Under Investigation,26,2026-01-20,Compliant
mariahayes,jonathan66@customer.com,R&D,Full-Time,Housing manager/officer,customer.com,Shane Lewis,Suspended,Claude,"Claude,Copilot,Bing",3,True,True,273,111,10,7,2,80.5,2026-01-14T22:48:00.702523Z,Windows 10,iT50-46988,Microsoft,Copilot,APAC,Multi-Region,Pending,No,Under Review,Critical,Confidential,False,False,False,Both,US-CA,Finance,Privileged,Confidential,True,2025-05-28,Explicit,7yr,,91,13,Excessive Upload,Resolved,14,2026-01-20,Compliant
